4808,3101
9053,1134
7342,2391
4212,3182
4809,3363
6944,1362
5531,3703
5160,543
7900,3022
5243,2493
7750,781
9645,1790
7533,2856
9051,2702
4809,3685
7202,2954
5590,2026
6857,2580
6711,2628
8272,2221
5809,1883
4541,2188
6037,1645
7654,2001
3906,249
6728,1388
9413,3591
7691,805
6516,2032
4504,1880
3742,1521
8260,2239
4696,2506
4219,2507
8806,3108
4219,2809
3923,940
8289,2722
6324,3642
7591,3538
4619,2495
6213,938
5860,2976
9213,3595
4746,3480
7367,965
8616,1965
9646,1491
6768,1849
7695,1807
4375,2069
5668,1464
6954,2869
6566,2406
8601,2076
8547,684
7280,2298
4053,2877
6740,3313
4619,1495
5695,2637
5475,2965
8508,942
9015,3437
5943,1981
4338,2061
8625,1971
9316,1129
8615,3504
7052,2240
7873,3192
6836,2476
9203,477
9525,2117
6950,3270
7894,2563
5917,2192
3920,2385
6768,1849
9324,875
4815,3473
5351,2559
5174,3274
4670,1910
3860,2418
8179,3552
5855,1438
5798,2076
9015,3437
8199,2628
6678,782
7405,1751
4580,2498
6538,248
6336,863
4765,952
8729,3287
5697,1427
6928,3068
5823,1660
8224,2484
5174,1513
5324,1618
8128,421
4348,3393
4212,3173
3745,1504
3816,902
4363,2618
8462,3051
5583,2273
4331,3130
6754,1307
8703,1463
8338,2193
5864,1620
9607,1544
5364,2917
3809,2215
7556,2282
8799,3636
4446,3145
5849,2273
7477,3016
3766,2978
9576,3680
5847,2335
6204,1002
4635,3393
4030,2867
4714,2584
7031,3624
7364,2157
5420,3327
7065,373
3774,310
4861,1681
5552,1877
5087,2321
7282,2165
7586,2265
6347,3556
6802,2444
5948,3393
6063,2992
4001,2814
4694,2121
5086,1164
4478,2280
5762,2812
6087,2952
5116,2790
7550,3538
9732,2867
4731,2452
5586,1375
4502,1785
6077,2715
4355,3477
5922,2796
7556,1751
7960,1527
4093,2639
6072,2193
8608,3439
8753,3623
8272,1669
4154,310
6036,1615
6597,1506
5187,875
9257,2108
6510,2415
7177,1910
4446,854
7873,987
9576,1944
6428,1136
5574,2357
7367,3615
9694,1695
9122,963
8173,3379
5762,3370
6359,2569
7272,1622
4953,347
4205,2181
9682,3133
4242,2330
8451,3491
8317,2398
7367,962
8462,1985
6744,684
7832,1695
4580,2211
8000,2547
7334,3394
6617,2005
8338,1056
8869,2268
5676,2240
6740,2316
3819,2192
6336,2885
8133,3274
6653,2061
9725,3611
8473,1065
8729,2224
7364,1589
3819,3601
5745,2257
6327,2784
8753,3666
8692,2174
5573,3459
4700,1205
7048,2146
9323,2628
7716,3637
4414,3007
5668,3443
8715,2031
9408,169
8004,2659
5798,1205
7049,2047
8486,169
5150,2634
3999,1653
9039,3374
8338,781
6394,2589
6105,2895
9239,3343
8445,1777
6437,1718
5275,2943
3711,402
6077,2715
8338,781
8148,637
9315,253
8474,2873
6663,1614
8125,2313
5794,2131
5347,1857
9293,3548
6720,3369
7367,2371
8224,1452
8953,658
9247,2033
7926,1544
4052,2456
5064,942
4115,3145
4584,403
7154,1284
6782,2628
5583,2273
6210,1469
5835,2396
8395,2209
4093,2639
5444,2919
8908,3191
4694,3551
4861,1681
5138,2433
4375,2919
7367,2700
4667,1284
6409,595
4861,942
4446,2657
8147,3126
7256,2306
8665,3116
5605,248
7136,2319
8329,2414
4286,2120
5557,1993
9317,2334
4732,3593
6962,286
7708,2037
5444,1148
4446,2644
3899,2788
8206,2234
8160,1750
3742,1521
9165,373
8295,2517
3906,2922
4439,1556
6121,2587
6239,2313
6340,3204
7387,2050
8173,3379
9565,1556
4409,1914
6567,1845
7367,1710
9419,912
8711,1461
9600,1981
5943,2463
4606,992
9018,684
3768,1487
8608,2478
7813,757
8001,3260
7191,1888
7807,1170
7742,2032
6321,2582
9714,3669
5849,2978
5962,1749
7287,2779
9397,2007
7057,2744
8191,3486
7967,781
4070,3231
5905,2097
6973,3635
5552,3010
3756,1888
5852,2433
9682,1544
8486,2591
4115,3145
8147,3126
4753,2245
5047,2387
9573,1621
8727,1991
4431,2349
4099,1656
5046,2364
8580,1986
7282,1749
6372,1404
7600,2266
5444,2919
4863,1775
4387,2156
4243,3510
4679,3705
4464,1335
7637,3470
4550,1626
4137,1681
4539,821
5798,248
7911,1249
4861,942
8785,1552
7287,2209
5593,1040
5945,3348
4001,2368
3994,362
6023,2655
5849,3629
4815,2334
7134,2142
7913,684
8784,978
9479,3550
4074,2841
6520,2891
7134,2142
4568,1669
8035,2219
7750,241
4242,1532
7648,3685
7544,3595
9132,1987
6560,1678
8313,1420
4243,3510
7708,2037
7600,3164
6516,2777
8235,1513
9219,942
8354,2632
9618,2100
7807,347
4285,1117
4366,3606
3743,1845
5666,1330
8993,820
7088,3636
6954,2637
9124,3173
5583,2273
5491,270
6438,3439
9334,1506
8133,3274
5666,1330
6684,3345
7361,2678
8004,1775
5192,2059
9378,2297
4320,3473
9132,637
6684,1544
6591,2251
6328,1589
8074,1622
6742,3394
5436,1929
8388,2200
7463,817
7144,3170
9729,2465
6825,1207
9393,2138
6728,1388
4502,3645
6004,2164
8462,3051
8923,408
