7405,1751
8833,1247
6174,1428
4746,2563
5839,1858
8635,2327
7900,2702
8004,1593
8530,2623
8421,165
4384,2551
4087,165
8018,2418
9496,1677
6438,1669
4127,1756
4732,2279
7875,1926
9126,875
6301,1747
6040,2059
7065,1452
8221,2334
7540,2061
9694,2215
7923,2193
6072,2193
7780,1941
8855,2891
4746,2563
8665,2294
7696,1479
8998,1792
8274,347
7165,2015
8329,2215
5622,2215
6789,249
6341,1534
5324,1618
9233,820
6855,1790
9295,2563
5647,992
8191,2537
5837,951
6547,1792
8516,1389
7361,2625
9124,951
5294,1546
8304,2200
5988,1330
7873,165
7603,973
8547,1710
3768,2648
5922,1853
3952,1602
7023,1603
8776,2341
3860,1479
9725,2610
8711,1534
4608,2610
8160,347
5823,1306
3774,1533
6563,1428
3968,1751
6506,1751
5160,2440
3968,1335
4562,2131
6543,1710
5521,1991
7566,2200
9140,1306
5187,2869
6789,249
9549,478
7751,1747
6680,1605
7448,1858
7900,2702
4348,2895
8525,2703
4531,2514
8353,1747
5682,2891
5837,951
6327,2784
8512,2510
4373,2327
8256,2398
5629,2542
7282,1858
7350,2089
5901,1330
6953,2334
4284,1534
5682,2891
5831,1975
6923,1991
4684,781
7603,973
6983,1452
7566,2200
6653,2061
5767,313
5073,1908
9408,169
8692,347
8681,2059
6105,2895
4379,1533
9307,2784
8000,2372
8191,1534
4651,2580
7956,2059
8011,1860
5378,2059
7455,2327
7894,2563
7345,1335
7165,2702
7554,1428
4998,1602
6302,2200
9156,1751
5262,2514
4178,1546
6788,1853
7595,2580
7780,1941
9535,2101
7351,973
7903,2702
8776,2341
8272,1669
4991,1222
6441,2625
4286,2869
3819,2200
5482,951
4121,1533
5070,2551
9496,1677
5564,2542
6301,1747
3872,2541
9537,2204
7256,1988
6656,2514
9035,2702
5676,2240
6962,2193
6962,2193
5864,2580
4913,1533
5107,2101
4499,973
4697,2279
6535,1792
5319,1991
9555,1941
5922,2796
5325,169
4910,2784
5001,1858
4063,2580
3810,2623
6217,1479
7049,2047
3875,2238
7900,2702
6650,1934
6017,2200
7998,2204
9128,313
9336,951
4375,1747
4084,1335
6102,2047
6721,169
6004,2015
3997,2418
4910,2784
8972,1247
4062,2459
4991,1710
8191,2537
7687,2279
5624,1975
9534,2580
3745,165
4732,2279
3809,2215
8516,2047
9471,165
6144,2459
6567,2440
9710,2895
4087,1688
7088,1710
5128,2869
7533,1988
4384,1710
9456,2314
6144,1399
6754,2035
9437,1815
9199,1618
5991,875
3786,1751
9684,1710
8588,2200
8776,2341
7985,1853
4138,1335
3956,1908
9247,2033
4135,1370
4350,1858
5324,1618
6778,1908
4531,2514
7489,347
8235,1618
5519,1747
4669,347
7643,1790
8483,1389
8540,2796
8784,1751
4562,2131
4991,1222
4566,2702
7302,169
5675,2341
7062,1688
3765,1479
3743,1858
6309,1790
6004,2015
8395,875
6535,1792
5182,2610
8128,313
3805,185
8338,781
8204,1853
9295,2563
9680,2059
8011,1860
7900,1605
6782,2372
6751,1858
8509,1941
8776,2427
7351,973
5933,2193
5475,2510
6650,1934
6942,1956
6721,169
9203,1305
8429,1483
8241,347
6420,2796
8208,2089
8051,1908
8934,2943
6797,2193
6861,1546
9295,2563
6973,165
4732,2279
5039,1032
6768,2341
4510,1533
6543,1710
5831,1975
9247,2418
4600,2047
6658,2514
3949,241
5876,2047
3845,2580
7695,2101
8711,1534
4841,821
7892,2623
5228,1534
8144,2784
3938,2204
6417,2610
7560,347
8208,2089
4135,1370
6214,1593
9041,1710
7197,1991
7903,2702
8727,1991
9576,875
8530,2623
8274,347
