82465,5855
76061,37446
61407,29812
88270,1799
55694,7103
50539,10688
81442,43290
54643,13987
63504,5795
51695,16944
46088,573
48590,21899
73955,13247
50916,5155
58805,3358
79806,4500
60511,1952
57351,19331
63332,26665
82789,303
51256,37894
74548,38328
50635,20735
85621,15667
86061,10259
61115,28674
60538,35404
72973,12282
60385,5600
61952,3295
46400,2063
62436,38591
61430,6902
48994,2382
46231,4122
83759,24624
81272,26275
89248,5541
83142,6217
47457,8734
88433,15823
61401,31691
87710,22995
60079,9932
68045,7852
59472,5387
56668,37763
51123,24291
52545,28979
49544,23192
47456,1480
83545,13885
69378,41800
57659,22401
62402,11972
89305,40444
56263,6861
62514,30695
52051,5679
55011,27527
69522,3592
47334,2773
56224,13635
84200,40172
67992,4808
61428,15100
82193,44223
49679,9868
75192,3890
85607,2791
50154,6219
50642,1257
72903,9472
76724,7544
78935,25520
87356,4832
60337,12481
58268,28050
61634,8556
54653,2634
47756,17874
70011,32271
87665,39225
63078,5806
67489,25064
52115,16467
68060,36988
78276,677
47455,2049
89553,31204
70416,29935
60976,499
65499,42151
72466,22022
65391,15250
84882,12562
81157,24334
70558,13231
71447,25290
69203,10910
50762,1507
58580,1149
53214,7854
89277,32667
68241,8163
58826,18696
51449,2329
83033,29830
80862,3533
47236,12799
71223,31275
83269,11760
56421,14022
49914,7782
45646,617
67710,19975
64060,6765
45851,14322
52319,31710
86036,33190
67260,3597
87356,36600
86341,37441
87977,5294
60046,1484
84120,17581
57471,20295
64257,1832
88910,2757
58754,32492
75650,5397
46705,1908
81696,3755
67952,44316
55104,10572
81200,20311
73680,5599
49653,13114
47026,3273
61417,30730
47842,6813
70725,27073
48718,20010
68812,4563
56156,28345
66555,4808
62176,25259
70594,3377
45960,7002
63109,22813
54501,29277
60807,6500
79681,588
49972,1192
60161,31344
49560,13170
85177,20281
65678,35079
73624,36330
53913,12678
67513,19308
63829,36178
65539,16486
50484,1048
80704,9919
90958,38132
48925,18104
55011,2089
60988,21921
47811,14783
66562,39862
76624,11602
87228,41186
46394,2203
53151,24240
77150,24602
90047,33007
45936,3921
57083,13819
52293,9758
60571,23891
78172,30244
47390,3361
53182,33058
69395,1
75639,5672
80111,35094
52819,26156
76071,34875
87228,23487
70431,27293
86290,4722
61149,18603
51488,37654
47210,14847
57833,24137
79189,29322
82498,8450
47992,3780
64333,20266
78774,963
58681,24295
87849,39815
47228,10686
68169,4998
89984,44871
52895,342
69829,7823
49326,3117
78994,10580
60372,4743
47919,10622
57510,13286
50889,41046
77072,7406
70463,308
73781,16554
84200,25352
76456,144
52188,14948
88755,14292
70410,25422
58829,37719
88301,11493
62079,18137
61872,1086
77544,12343
45881,5982
54532,2690
86878,42850
